Parameter:,Time,UAV.LATLON#0,UAV.LATLON#1,GPS.ALTITUDE,UAV.HEADING,GPS.SATS_IN_USE
Mnemonic:,,,,,,
Units:,sec,deg,deg,m,deg,
Desc'n:,,,,,,
Index #:,--------------------,--------------------,--------------------,--------------------,--------------------,--------------------
4414,30999.8,54.8378735,-4.9161945,115.6,197.8111,10
4415,30999.8,54.8378548,-4.9162173,115.6,196.2567,10
4416,34600,54.8378353,-4.9162385,115.4,194.8257,10
4417,34600,54.8378162,-4.9162597,115.4,193.4806,10
4418,31000.2,54.8377964,-4.9162784,115.2,192.1918,10
4419,31000.2,54.8377771,-4.9162979,115.2,190.9394,10
4420,31000.4,54.8377573,-4.9163152,115.2,190.0085,10
4421,31000.4,54.8377379,-4.9163336,115.2,189.2258,10
4422,31000.6,54.8377181,-4.9163495,115.2,188.7208,10
4423,31000.6,54.8376987,-4.916367,115.2,188.3315,10
4424,31000.8,54.8376791,-4.9163818,115.2,188.0622,10
4425,31000.8,54.8376596,-4.9163986,115.2,187.9396,10
4426,34601,54.8376402,-4.916413,115.2,187.9171,10
4427,34601,54.8376208,-4.9164294,115.2,187.9803,10
4428,31001.2,54.8376015,-4.9164437,115.1,188.1829,10
4429,31001.2,54.8375822,-4.9164599,115.1,188.6006,10
4430,31001.4,54.8375631,-4.9164741,115,189.1518,10
4431,31001.4,54.8375439,-4.9164904,115,189.8198,10
4432,31001.6,54.8375249,-4.916505,114.8,190.4756,10
4433,31001.6,54.8375057,-4.9165217,114.8,191.1964,10
4434,31001.8,54.8374868,-4.916537,114.5,191.9439,10
4435,31001.8,54.8374677,-4.9165544,114.5,192.7286,10
4436,34602,54.8374491,-4.9165704,114.2,193.2981,10
4437,34602,54.83743,-4.9165884,114.2,194.2397,10
4438,31002.2,54.8374114,-4.9166057,113.9,195.5845,10
4439,31002.2,54.8373924,-4.9166246,113.9,197.1108,10
4440,31002.4,54.837374,-4.9166433,113.6,198.5786,10
4441,31002.4,54.8373552,-4.9166631,113.6,200.4612,10
4442,31002.6,54.8373368,-4.9166826,113.2,202.3726,10
4443,31002.6,54.8373183,-4.9167037,113.2,204.1678,10
